item_name,item_id,item_category_id,translated_item_name
1С:Аудиокниги. Грин А.С. Бегущая по волнам [Цифровая версия],222,44,1C: audiobooks.Green A.S.Running on the waves [digital version]
1С:Аудиокниги. Грин А.С. Лучшие рассказы [Цифровая версия],223,44,1C: audiobooks.Green A.S.The best stories [digital version]
1С:Аудиокниги. Гюго В. Отверженные (Jewel),224,45,1C: audiobooks.Hugo V. Rejected (Jewel)
1С:Аудиокниги. Даниель Дефо. Робинзон Крузо. (Jewel),225,45,1C: audiobooks.Daniel Defoe.Robinson Crusoe.(Jewel)
1С:Аудиокниги. Детективы в дорогу. В лучших традициях Агаты Кристи и Артура Конан Дойля (Jewel),226,45,1C: audiobooks.Detectives on the road.In the best traditions of Agatha Christie and Arthur Conan Doyle (Jewel)
1С:Аудиокниги. Детективы в дорогу. Русская версия. В лучших традициях Агаты Кристи и Артура Конан До,227,44,1C: audiobooks.Detectives on the road.Russian version.In the best traditions of Agatha Christie and Arthur Conan before
"1С:Аудиокниги. Детям от 0 до 3 лет. Сказки, потешки, колыбельные (Jewel)",228,45,"1C: audiobooks.Children from 0 to 3 years old.Fairy Tales, Pestees, Lullaby (Jewel)"
"1С:Аудиокниги. Детям от 0 до 5 лет. Кэрролл Л. Алиса для малышей  [PC, Цифровая версия]",229,44,"1C: audiobooks.Children from 0 to 5 years.Carroll L. Alice for kids [PC, digital version]"
1С:Аудиокниги. Дефо Д. Робинзон Крузо,230,45,1S: Audiocrygi.Defo D.Robinson Cruzo
"1С:Аудиокниги. Дефо Д. Робинзон Крузо  [ PC, Цифровая версия]",231,44,"1C: audiobooks.Defo D. Robinson Crusoe [PC, digital version]"
1С:Аудиокниги. Джек Лондон. Сердца трех (Jewel),232,45,1C: audiobooks.Jack London.Three hearts (Jewel)
"1С:Аудиокниги. Джером К.Джером. Трое в одной лодке, не считая собаки (Jewel)",233,45,"1C: audiobooks.Jerome K.ger.Three in one boat, not counting the dogs (Jewel)"
1С:Аудиокниги. Джонатан Свифт. Путешествия Гулливера (Digipack),234,45,1C: audiobooks.Jonathan Swift.Traveling Gullover (Digipack)
1С:Аудиокниги. Диккенс Чарльз. Наследник торгового дома (Jewel),235,45,1C: audiobooks.Dickens Charles.Heir of the Trading House (Jewel)
1С:Аудиокниги. Дина Рубина. Несколько торопливых слов о любви (Digipack),236,45,1C: audiobooks.Dina Rubin.Some hood words about love (Digipack)
"1С:Аудиокниги. Для самых маленьких. Сказки, потешки и песенки для детей до трех лет (Digipack)",237,45,"1C: audiobooks.For the smallest.Fairy Tales, Fees and Songs for Children up to three years (Digipack)"
1С:Аудиокниги. Добрыня Никитич и Змей Горыныч. Алеша Попович и Тугарин Змей,238,45,1C: audiobooks.Dobrynya Nikitich and Snake Gorynych.Alyosha Popovich and Tugarin Snake
"1С:Аудиокниги. Дойль А. К. Союз рыжих. Рассказы о Шерлоке Холмсе    [PC, Цифровая версия]",239,44,"1C: audiobooks.Doyle A. K. Union of Red.Stories about Sherlock Holmes [PC, digital version]"
1С:Аудиокниги. Достоевcкий Ф.М. Скверный анекдот [Цифровая версия],240,44,1C: audiobooks.Dusty F.M.Bad joke [digital version]
"1С:Аудиокниги. Достоевский Ф. М. Игрок. Записки из подполья   [ PC, Цифровая версия]",241,44,"1C: audiobooks.Dostoevsky F. M. Player.Notes from the underground [PC, digital version]"
1С:Аудиокниги. Достоевский Ф.М. Бедные люди [Цифровая версия],242,44,1C: audiobooks.Dostoevsky F.M.Poor people [digital version]
1С:Аудиокниги. Достоевский Ф.М. Преступление и наказание (mp3-аудиоспектакль),243,45,1C: audiobooks.Dostoevsky F.M.Crime and Punishment (MP3-Audio)
1С:Аудиокниги. Дюма А. Три мушкетера. Аудиоспектакль (Digipack),244,45,1C: audiobooks.Duma A. Three Musketeers.Audio Spectacle (Digipack)
"1С:Аудиокниги. Е. Сивков. Притчи и анекдоты  [PC, Цифровая версия]",245,44,"1C: audiobooks.E. Sivkov.Proverbs and jokes [PC, digital version]"
1С:Аудиокниги. Ерофеев В. Москва-Петушки. Читает C. Шнуров (Digipack),246,45,1C: audiobooks.Erofeev V. Moscow-Petushki.Reads C. Chanis (Digipack)
1С:Аудиокниги. Живые книжки. Сказки - малышки,247,45,1C: audiobooks.Live books.Tales - baby
1С:Аудиокниги. Жюль Верн. Дети капитана Гранта. (Jewel),248,45,1C: audiobooks.Jules Verne.The Children of Captain Grant.(Jewel)
1С:Аудиокниги. Жюль Верн. Пятнадцатилетний капитан (Jewel),249,45,1C: audiobooks.Jules Verne.Fifteen-year-old Captain (Jewel)
1С:Аудиокниги. Замятин Е.И. Мы. Роман-антиутопия [Цифровая версия],250,44,1C: audiobooks.Zamyatin E.I.We.Roman-Antiutopia [digital version]
1С:Аудиокниги. Знаменитые произведения русских писателей ( [Цифровая версия],251,44,1C: audiobooks.Famous works of Russian writers ([digital version]
1С:Аудиокниги. Золотая коллекция классики для детей (Jewel),252,45,1C: audiobooks.Gold Collection of Classics for Children (Jewel)
"1С:Аудиокниги. И.Ильф, Е.Петров. 12 стульев (Jewel)",253,45,"1C: audiobooks.I. Ilf, E.Petrov.12 Chairs (Jewel)"
"1С:Аудиокниги. Илья Ильин. Если бы я был робинзоном. Забавные рассказы от главного редактора журнала ""Ералаш""[PC, Цифровая версия]",254,44,"1C: audiobooks.Ilya Ilyin.If I were Robinson.Funny stories from the editor-in-chief of the journal ""Yeralash"" [PC, digital version]"
"1С:Аудиокниги. Истории о смелых и находчивых. Коллекция детских аудиоспектакл  [PC, Цифровая версия]",255,44,"1C: audiobooks.Stories about bold and resourceful.Collection of children's audio spectacle [PC, digital version]"
1С:Аудиокниги. История государства Российского. От Рюрика до царя Иоанна IV Васильевича [Цифровая ве,256,44,1C: audiobooks.History of Russian Goverment.From Rurik to Tsar John IV Vasilyevich [digital ve
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Иоанна Грозного до Лжедимитр(Jewel),257,45,1C: audiobooks.Karamzin N.M.History of Russian Goverment.From John Grozny to Liedmitra (Jewel)
1С:Аудиокниги. Карамзин Н.М. История государства Российского. От Рюрика до царя Иоанна IV(Jewel),258,45,1C: audiobooks.Karamzin N.M.History of Russian Goverment.From Rurik to Tsar John IV (Jewel)
1С:Аудиокниги. Киплинг Р. Сказки и легенды (Digipack),259,45,1C: audiobooks.Kipling R. Tales and Legends (Digipack)
"1С:Аудиокниги. Киплинг Р. Сказки и легенды [PC, Цифровая версия]",260,44,"1C: audiobooks.Kipling R. Tales and legends [PC, digital version]"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как сделать бизнес в России и не прогореть [PC, Цифровая в",261,44,"1C: audiobooks.Kirillov K., Oberstarfer D. How to make a business in Russia and not ruining [PC, digital in"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать богатым в России [PC, Цифровая версия]",262,44,"1C: audiobooks.Kirillov K., Oberfer D. How to become rich in Russia [PC, digital version]"
"1С:Аудиокниги. Кириллов К., Обердерфер Д. Как стать миллионером на одну зарплату",263,45,"1C: audiobooks.Kirillov K., Obererfer D. How to become a millionaire for one salary"
1С:Аудиокниги. Классика русского юмора. Аверченко Аркадий (Jewel),264,45,1C: audiobooks.Classic Russian humor.Averchenko Arkady (Jewel)
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века (Jewel),265,45,1C: audiobooks.Classic Russian humor.Humorous stories of the early XX century (Jewel)
1С:Аудиокниги. Классика русского юмора. Юмористические рассказы начала XX века [Цифровая версия],266,44,1C: audiobooks.Classic Russian humor.Humorous stories of the beginning of the XX century [digital version]
1С:Аудиокниги. Коллекция русских народных сказок (Digipack),267,45,1C: audiobooks.Collection of Russian folk fairy tales (Digipack)
"1С:Аудиокниги. Коллекция русских народных сказок [PC, Цифровая версия]",268,44,"1C: audiobooks.Collection of Russian folk fairy tales [PC, digital version]"
1С:Аудиокниги. Коллекция сказок и стихов Корнея Чуковского (DVD-Digipack),269,45,1C: audiobooks.Collection of fairy tales and poems Kornee Chukovsky (DVD-Digipack)
1С:Аудиокниги. Коллекция страшилок-смешилок для детей (Jewel),270,45,1C: audiobooks.Studio-mixtures collection for children (Jewel)
"1С:Аудиокниги. Константин Симонов. Дни и ночи    [PC, Цифровая версия]",271,44,"1C: audiobooks.Konstantin Simonov.Days and Nights [PC, digital version]"
1С:Аудиокниги. Конфуций. Суждения и беседы,272,45,1C: audiobooks.Confucius.Judgments and conversations
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада (Jewel),273,45,1C: audiobooks.Cat-on the contrary.Poems for kindergarten (Jewel)
1С:Аудиокниги. Кот-наоборот. Стихи для детского сада [Цифровая версия],274,44,1C: audiobooks.Cat-on the contrary.Poems for kindergarten [digital version]
1С:Аудиокниги. Крапивин В.П. Голубятня на желтой поляне [Цифровая версия],275,44,1C: audiobooks.Krapivin V.P.Pigeon on Yellow Polyana [Digital version]
1С:Аудиокниги. Кун Н.А. Легенды и мифы древней Греции (Jewel),276,45,1C: audiobooks.Kun N.A.Legends and myths of ancient Greece (Jewel)
"1С:Аудиокниги. Кунин В. Иванов и Рабинович, или ""Ай гоу ту Хайфа! Digipack",277,45,"1C: audiobooks.Cunin V. Ivanov and Rabinovich, or ""Ay Gow Tu Haifa! Digipack"
1С:Аудиокниги. Куприн А.И. Гранатовый браслет,278,45,1C: audiobooks.Kubrin A.I.Garnet bracelet
1С:Аудиокниги. Куприн А.И. Олеся. Чудесный доктор [Цифровая версия],279,44,1C: audiobooks.Kubrin A.I.Olesya.Wonderful doctor [digital version]
1С:Аудиокниги. Куприн А.И. Хорошее общество,280,45,1C: audiobooks.Kubrin A.I.Good society
1С:Аудиокниги. Л.Н. Толстой. Детство. Отрочество. Юность. (Jewel),281,45,1C: audiobooks.L.N.Tolstoy.Childhood.Adolescence.Youth.(Jewel)
1С:Аудиокниги. Лагин Л.И. Старик Хоттабыч (Jewel),282,45,1C: audiobooks.Lagin L.I.Old Man Hottabych (Jewel)
1С:Аудиокниги. Легенды и мифы древней Греции для детей. Аргонавты (Digipack),283,45,1C: audiobooks.Legends and myths of ancient Greece for children.Argonauts (Digipack)
1С:Аудиокниги. Легенды и мифы древней Греции для детей. Подвиги Геракла (Digipack),284,45,1C: audiobooks.Legends and myths of ancient Greece for children.Feats Hercules (Digipack)
